variable,max_lat_N,min_lat_S,max_long_E,min_long_W,start_time,end_time,temporal_resolution,spatial_resolution
total_precipitation,90,70,180,-180,2020,2024,H,0.25
total_precipitation,70,50,180,-180,2020,2023,H,0.5
total_precipitation,-60,-90,-90,-180,2020,2024,D,0.5
total_precipitation,-60,-90,0,-90,2020,2023,D,0.25
total_precipitation,-60,-90,180,0,2020,2023,D,0.5
total_precipitation,70,50,180,-180,2024,2024,H,0.25
