variable,max_lat_N,min_lat_S,max_long_E,min_long_W,start_time,end_time,temporal_resolution,spatial_resolution,temporal_agg_type,spatial_agg_type,min,max,file_size,file_name
2m_temperature,85,80,0,-20,2004-01-01T00:00,2005-12-31T23:00,Y,0.5,min,min,225.03,246.01,0.03,2m_temperature_t2_s1_1733808198155_min_min.nc
2m_temperature,85,80,0,-20,2004-01-01T00:00,2005-12-31T23:00,Y,0.5,min,max,226.27,246.24,0.03,2m_temperature_t2_s1_1733808198155_min_max.nc
2m_temperature,85,80,0,-20,2004-01-01T00:00,2005-12-31T23:00,Y,1.0,min,mean,227.7,245.96,0.02,2m_temperature_t2_s2_1733808198155_min_mean.nc
2m_temperature,85,80,0,-20,2004-01-01T00:00,2005-12-31T23:00,Y,1.0,min,min,225.03,245.38,0.02,2m_temperature_t2_s2_1733808198155_min_min.nc
2m_temperature,85,80,0,-20,2004-01-01T00:00,2005-12-31T23:00,Y,1.0,min,max,230.03,246.24,0.02,2m_temperature_t2_s2_1733808198155_min_max.nc
2m_temperature,85,80,0,-20,2004-01-01T00:00,2005-12-31T23:00,Y,0.5,max,mean,274.58,281.91,0.03,2m_temperature_t2_s1_1733808198155_max_mean.nc
2m_temperature,85,80,0,-20,2004-01-01T00:00,2005-12-31T23:00,Y,0.5,max,min,274.55,280.51,0.03,2m_temperature_t2_s1_1733808198155_max_min.nc
2m_temperature,85,80,0,-20,2004-01-01T00:00,2005-12-31T23:00,Y,0.5,max,max,274.63,283.46,0.03,2m_temperature_t2_s1_1733808198155_max_max.nc
2m_temperature,85,80,0,-20,2004-01-01T00:00,2005-12-31T23:00,Y,1.0,max,mean,274.78,280.76,0.02,2m_temperature_t2_s2_1733808198155_max_mean.nc
2m_temperature,85,80,0,-20,2004-01-01T00:00,2005-12-31T23:00,Y,1.0,max,min,274.55,279.29,0.02,2m_temperature_t2_s2_1733808198155_max_min.nc
2m_temperature,85,80,0,-20,2004-01-01T00:00,2005-12-31T23:00,Y,1.0,max,max,274.9,283.46,0.02,2m_temperature_t2_s2_1733808198155_max_max.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,0.5,mean,mean,239.22,276.02,0.04,2m_temperature_t1_s1_1733812079234_mean_mean.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,0.5,mean,min,238.02,274.92,0.04,2m_temperature_t1_s1_1733812079234_mean_min.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,0.5,mean,max,240.15,277.14,0.04,2m_temperature_t1_s1_1733812079234_mean_max.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,1.0,mean,mean,240.83,275.67,0.03,2m_temperature_t1_s2_1733812079234_mean_mean.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,1.0,mean,min,238.02,274.54,0.03,2m_temperature_t1_s2_1733812079234_mean_min.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,1.0,mean,max,242.55,277.14,0.03,2m_temperature_t1_s2_1733812079234_mean_max.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,0.5,min,mean,228.42,273.49,0.04,2m_temperature_t1_s1_1733812079234_min_mean.nc
2m_temperature,85,80,0,-20,2006-01-01T00:00,2007-12-31T23:00,M,0.5,min,min,226.98,273.24,0.04,2m_temperature_t1_s1_1733812079234_min_min.nc
