variable,max_lat_N,min_lat_S,max_long_E,min_long_W,start_time,end_time,temporal_resolution,spatial_resolution
2m_temperature,90,40,180,-180,1950,1954,Y,1
2m_temperature,-70,-90,180,-180,1950,1954,Y,1
2m_temperature,90,40,180,-180,1955,1959,Y,1
2m_temperature,-70,-90,180,-180,1955,1959,Y,1
2m_temperature,90,40,180,-180,1960,1964,Y,1
2m_temperature,-70,-90,180,-180,1960,1964,Y,1
